1,-239447646.1
2,-239447646.1
3,-179703425.5
4,-193954538
5,-193954538
6,-137719504.4
7,-236719467.3
8,-236643208
9,-225192846.9
10,-231309450.7
11,-233681384.2
12,-231454246.4
13,-233254049.9
14,-231454246.4
15,-231454246.4
16,-231454246.4
17,-229974728.5
18,-227432043.1
19,-225204221.7
20,-233254049.9
21,-225204221.7
22,-232284242
23,-225204221.7
24,-228008700.5
25,-231454246.4
26,-233254049.9
27,-230931553.7
28,-231454246.4
29,-234484129.8
30,-231454246.4
31,-232284242
32,-232284242
33,-231454246.4
34,-232284242
35,-231454246.4
36,-227432043.1
37,-226546901.4
38,-231454246.4
39,-231454246.4
40,-230471112
41,-227439673.4
42,-230931553.7
43,-231454246.4
44,-230471112
45,-230471112
46,-225204221.7
47,-230931553.7
48,-230931553.7
49,-228008700.5
50,-230931553.7
51,-230931553.7
52,-226167227
53,-231454246.4
54,-230931553.7
55,-230931553.7
56,-230931553.7
57,-232284242
58,-230931553.7
59,-227432043.1
60,-230931553.7
61,-136665417.3
62,-230471112
63,-231454246.4
64,-171244502.9
65,-231454246.4
66,-230931553.7
67,-230471112
68,-230931553.7
69,-228008700.5
70,-187785623.5
71,-230931553.7
72,-230931553.7
73,-230931553.7
74,-230471112
75,-230471112
76,-230931553.7
77,-230931553.7
78,-230471112
79,-231454246.4
80,-230931553.7
81,-230471112
82,-230471112
83,-230931553.7
84,-187533644
85,-187533644
86,-231454246.4
87,-230931553.7
88,-159772411.2
89,-187867746
90,-230471112
91,-187533644
92,-188950802.7
93,-227432043.1
94,-168565531.1
95,-231454246.4
96,-171565953
97,-230931553.7
98,-159176675.2
99,-230471112
100,-187785623.5
101,-187785623.5
102,-230931553.7
103,-230931553.7
104,-231454246.4
105,-230471112
106,-230471112
107,-159772411.2
108,-230471112
109,-230931553.7
110,-187383683.6
111,-187867746
112,-158482047.5
113,-159176675.2
114,-158155267.3
115,-133783393.4
116,-90228542.3
117,-133826459.2
118,-111743931
119,-111743931
120,-111185934.7
121,-111185934.7
122,-110409892.4
123,-133826459.2
124,-157742606.6
125,-90960748.17
126,-133826459.2
127,-133826459.2
128,-133826459.2
129,-111743931
130,-111515414.5
131,-90960748.17
132,-133826459.2
133,-102687233.3
134,-110409892.4
135,-90960748.17
136,-134486340.4
137,-111185934.7
138,-110409892.4
139,-111185934.7
140,-90228542.3
141,-72031933.5
142,-55180026.86
143,-72031933.5
144,-71076307.35
145,-110409892.4
146,-71076307.35
147,-90228542.3
148,-90228542.3
149,-72031933.5
150,-90960748.17
151,-71076307.35
152,-55288241.05
153,-90960748.17
154,-72031933.5
155,-110409892.4
156,-72031933.5
157,-71805833.96
158,-55288241.05
159,-55288241.05
160,-72031933.5
161,-40200253.32
162,-55288241.05
163,-72031933.5
164,-39752266.87
165,-40200253.32
166,-55180026.86
167,-40938847.85
168,-55180026.86
169,-25617868.43
170,-39752266.87
171,-39007511.33
172,-25617868.43
173,-37892401.7
174,-40200253.32
175,-90960748.17
176,-26497133.89
177,-39007511.33
178,-39752266.87
179,-39077016.39
180,-55288241.05
181,-72031933.5
182,-39752266.87
183,-39077016.39
184,-39752266.87
185,-55180026.86
186,-39752266.87
187,-55180026.86
188,-55288241.05
189,-13454046.94
190,-73808613.73
191,-14142878.05
192,-14142878.05
193,-40200253.32
194,-25374334.98
195,-56131741.27
196,-26497133.89
197,-25522589.85
198,-13454046.94
