1,-223934236.72209835
2,-170807092.37661883
3,-188709298.4591873
4,-215936108.86088586
5,-151539572.40726408
6,-171401382.72130868
7,-79477161.31323333
8,-92636819.24424525
9,-183323032.3700016
10,-193167008.65934226
11,-198697784.07185903
12,-188589397.76843196
13,-116024797.41387048
14,-110427001.88729596
15,-37510338.277594574
16,-59417043.57669487
17,-70310209.24587601
18,-56440713.31364177
19,-121503672.7147325
20,-11639941.221106503
21,-13098335.953810377
22,-8339209.422011613
23,-15301515.849939993
24,-13656458.95297817
25,-9311787.108945616
26,-4990457.487069344
27,-6909183.232476702
28,-5276188.749713307
29,-5368130.794998955
30,-4220660.7586404355
31,-8199587.658140678
32,-3771275.05294067
33,-4533297.583850926
34,-5534330.380564797
35,-7189240.849140879
36,-4901017.964404828
37,-3431758.5281740976
38,-4960311.254890978
39,-5438762.220222493
40,-3630719.1323290262
41,-3212773.3349712305
42,-5835745.864129743
43,-3220453.5000628284
44,-4389002.019572356
45,-3411860.2571107135
46,-5259549.354809311
47,-1998591.0536769445
48,-5675613.413113925
49,-1392789.4146655821
50,-8065034.595971026
51,-3026362.6576937567
52,-3529891.309212012
53,-3883753.057287206
54,-4373694.897664642
55,-2186289.4944873136
56,-2314576.832771858
57,-2928256.0947958413
58,-2103092.301649991
59,-2443453.010410726
60,-1991827.220948366
61,-2163355.49685575
62,-4411696.230148499
63,-1530846.9488388493
64,-732693.0701328448
65,-679516.781727683
66,-1365810.0507898603
67,-879396.965434429
68,-1401307.9777102484
69,-1220496.3398320405
70,-1183614.3581294618
71,-969875.8339037141
72,-1116993.4604002126
73,-3206567.9905909155
74,-1075328.59262471
75,-1335923.525169767
76,-1199225.7103904076
77,-3184328.132088457
78,-1166608.325407688
79,-1969934.7335748074
80,-1480819.3020602693
81,-2154651.782422515
82,-1721086.2655754802
83,-1148820.6473826813
84,-1553832.087924501
85,-1568865.1908267504
86,-929998.0216040385
87,-4066386.6293427437
88,-934795.613089558
89,-2246650.295294446
90,-925859.7629211551
91,-1540577.0510950023
92,-2370723.028891091
93,-986412.9400956768
94,-3339838.954768778
95,-1436068.276988116
96,-1293312.622909418
97,-2461536.696447337
98,-1889021.5045562794
99,-1294465.9990580026
100,-1474389.075615251
101,-1087788.4324621598
102,-1013119.4454607454
103,-1571295.7966142215
104,-1539181.53352858
105,-1334129.7043331335
106,-1191470.2349990616
107,-1798320.0400236053
108,-1522776.7258781034
109,-1378295.9041830585
110,-1163843.549313079
111,-1775975.7671716951
112,-977668.9583219242
113,-1308544.9500725402
114,-988323.1755700242
115,-1606212.766976017
116,-1303572.4767188155
117,-1184540.6029439264
118,-1122263.667785286
119,-1360972.2758061523
120,-1570203.6870518965
121,-1240694.0285979114
122,-1196434.5305401953
123,-1603583.828564332
124,-1275386.9058931735
125,-1061511.2991462648
126,-1093930.401584235
127,-1585842.8461713186
128,-1100140.1063149853
129,-1341316.6064306255
130,-1414563.5557531118
131,-1704402.0338424277
132,-1097968.7481663418
133,-1792355.2029929252
134,-907338.1271908793
135,-1564344.6723343818
136,-1780561.7415739712
137,-1734199.4811564246
138,-1845020.3317459733
139,-1636232.0115585232
140,-1035892.5631403702
141,-1298434.2365991753
142,-1460302.1880520938
143,-1351873.4548452822
144,-1665738.7510325036
145,-1490225.5281421486
146,-1274390.0175469622
147,-1463002.6929498166
148,-1435594.88120618
149,-1630983.0094482135
150,-1643766.0108384197
151,-1467655.6718152603
152,-1298964.252767494
153,-1193258.2956344197
154,-947774.6601986162
155,-1223316.5751314098
156,-1530673.7198207467
157,-1532142.2965965634
158,-1865213.9020940042
159,-1559045.2132891042
160,-1369365.1792170084
161,-1672438.8901628186
162,-1153749.641150962
163,-1492660.632084787
164,-1430202.986849386
165,-1462957.192352584
166,-1248803.1344522918
167,-1543031.3968657213
168,-1532768.3224889743
169,-1014891.6544200516
170,-1213021.0979773242
171,-1043724.6214702504
172,-1257460.9528453848
173,-1320907.3744255935
174,-1070559.2522824549
175,-1374306.1186097027
176,-2070070.6426323415
177,-1073802.4225684495
178,-1733037.1843639498
179,-1077122.0936440183
180,-1758754.4470312842
181,-1084272.1001600786
182,-1664743.613218001
183,-1501313.76879637
184,-814476.079511427
185,-826860.8430514346
186,-1116367.1772796127
187,-1245252.0181857268
188,-961881.4314735837
189,-996477.2530851054
190,-1792125.0818621414
191,-1024184.6605387661
192,-1057700.6272381027
193,-847440.623518829
194,-1035541.8982824094
195,-1230014.9126435309
196,-1094068.0378597358
197,-1281568.6636166736
198,-1073998.202458739
199,-1039553.0475811908
200,-987809.0784674634
201,-1004416.9835608316
202,-1040974.0319943158
203,-1211217.6173596368
204,-1536646.8400644588
205,-1043603.4340384593
206,-1187216.4001949027
207,-828781.0644938988
208,-1975127.6853084385
209,-965560.7788831278
210,-1040778.5016633014
211,-1098594.2752613302
212,-1039779.2741769253
213,-802295.9885189758
214,-933508.133339785
215,-906410.0632722471
216,-1177744.679872017
217,-1492163.002366322
218,-921634.6246601755
219,-898478.0599456988
220,-1029399.9122954495
221,-1165183.6161930999
222,-1288757.645057388
223,-1178849.3956491617
224,-865328.7862564002
225,-1063801.0137433459
226,-996092.5896844752
227,-962360.5934938383
228,-887105.3039222243
229,-915149.2557988784
230,-911461.1618453164
231,-898154.8584591148
232,-1444084.3253808115
